AppName;KeyLanguage;Key;ValueLanguage;Value
QnSProjectAward;En;Setting.TitleConfirmDelete;De;TitleConfirmDelete
QnSProjectAward;En;Translation.TitelDetails;De;TitelDetails
QnSProjectAward;En;Translation.TitleEditModel;De;TitleEditModel
QnSProjectAward;En;Translation.TitleConfirmDelete;De;TitleConfirmDelete
QnSProjectAward;En;User.TitelDetails;De;TitelDetails
QnSProjectAward;En;User.TitleEditModel;De;TitleEditModel
QnSProjectAward;En;User.TitleConfirmDelete;De;TitleConfirmDelete
QnSProjectAward;En;AwardId;De;AwardId
QnSProjectAward;En;Course;De;Course
QnSProjectAward;En;From;De;From
QnSProjectAward;En;Institution;De;Institution
QnSProjectAward;En;JurorId;De;JurorId
QnSProjectAward;En;Location;De;Location
QnSProjectAward;En;Logo;De;Logo
QnSProjectAward;En;Phone;De;Phone
QnSProjectAward;En;Position;De;Position
QnSProjectAward;En;ProjectId;De;ProjectId
QnSProjectAward;En;Rate;De;Rate
QnSProjectAward;En;Role;De;Role
QnSProjectAward;En;School;De;School
QnSProjectAward;En;Title;De;Title
QnSProjectAward;En;To;De;To
QnSProjectAward;En;Award.TitelDetails;De;TitelDetails
QnSProjectAward;En;Award.TitleEditModel;De;TitleEditModel
QnSProjectAward;En;Award.TitleConfirmDelete;De;TitleConfirmDelete
QnSProjectAward;En;Juror.TitelDetails;De;TitelDetails
QnSProjectAward;En;Juror.TitleEditModel;De;TitleEditModel
QnSProjectAward;En;Juror.TitleConfirmDelete;De;TitleConfirmDelete
QnSProjectAward;En;Member.TitelDetails;De;TitelDetails
QnSProjectAward;En;Member.TitleEditModel;De;TitleEditModel
QnSProjectAward;En;Member.TitleConfirmDelete;De;TitleConfirmDelete
QnSProjectAward;En;Project.TitelDetails;De;TitelDetails
QnSProjectAward;En;Project.TitleEditModel;De;TitleEditModel
QnSProjectAward;En;Project.TitleConfirmDelete;De;TitleConfirmDelete
QnSProjectAward;En;Rating.TitelDetails;De;TitelDetails
QnSProjectAward;En;Rating.TitleEditModel;De;TitleEditModel
QnSProjectAward;En;Rating.TitleConfirmDelete;De;TitleConfirmDelete
QnSProjectAward;En;IdentitySetting.TitelDetails;De;TitelDetails
QnSProjectAward;En;IdentitySetting.TitleEditModel;De;TitleEditModel
QnSProjectAward;En;IdentitySetting.TitleConfirmDelete;De;TitleConfirmDelete
QnSProjectAward;En;NewRef;De;New
QnSProjectAward;En;ViewRef;De;View
QnSProjectAward;En;EditRef;De;Edit
QnSProjectAward;En;DeleteRef;De;Delete
QnSProjectAward;En;Reload;De;Reload
QnSProjectAward;En;TranslationMasterComponent.;De;
QnSProjectAward;En;TranslationDetailsComponent.;De;
QnSProjectAward;En;BinaryDataMasterComponent.;De;
QnSProjectAward;En;BinaryDataDetailsComponent.;De;
QnSProjectAward;En;IdentitySettingMasterComponent.;De;
QnSProjectAward;En;IdentitySettingDetailsComponent.;De;
QnSProjectAward;En;SettingMasterComponent.;De;
QnSProjectAward;En;SettingDetailsComponent.;De;
QnSProjectAward;En;AwardMasterComponent.;De;
QnSProjectAward;En;AwardDetailsComponent.;De;
QnSProjectAward;En;JurorMasterComponent.;De;
QnSProjectAward;En;JurorDetailsComponent.;De;
QnSProjectAward;En;MemberMasterComponent.;De;
QnSProjectAward;En;MemberDetailsComponent.;De;
QnSProjectAward;En;ProjectMasterComponent.;De;
QnSProjectAward;En;ProjectDetailsComponent.;De;
QnSProjectAward;En;RatingMasterComponent.;De;
QnSProjectAward;En;RatingDetailsComponent.;De;
QnSProjectAward;En;ActionLogMasterComponent.;De;
QnSProjectAward;En;ActionLogDetailsComponent.;De;
QnSProjectAward;En;IdentityMasterComponent.;De;
QnSProjectAward;En;IdentityDetailsComponent.;De;
QnSProjectAward;En;IdentityXRoleMasterComponent.;De;
QnSProjectAward;En;IdentityXRoleDetailsComponent.;De;
QnSProjectAward;En;LoginSessionMasterComponent.;De;
QnSProjectAward;En;LoginSessionDetailsComponent.;De;
QnSProjectAward;En;RoleMasterComponent.;De;
QnSProjectAward;En;RoleDetailsComponent.;De;
QnSProjectAward;En;UserMasterComponent.;De;
QnSProjectAward;En;UserDetailsComponent.;De;
QnSProjectAward;En;AppAccessMasterComponent.;De;
QnSProjectAward;En;AppAccessDetailsComponent.;De;
QnSProjectAward;En;IdentityUserMasterComponent.;De;
QnSProjectAward;En;IdentityUserDetailsComponent.;De;
QnSProjectAward;En;JsonWebLogonMasterComponent.;De;
QnSProjectAward;En;JsonWebLogonDetailsComponent.;De;
QnSProjectAward;En;LogonMasterComponent.;De;
QnSProjectAward;En;LogonDetailsComponent.;De;
QnSProjectAward;En;Category;De;Category
